-0.090916	0.159762	0.057769	-0.182493	0.061020	-0.049641	-0.088390	0.099725	0.047999	-0.090057	-0.086353	-0.067439	-0.034684	0.179226	-0.074743	0.032738	0.056815	0.133284	-0.081575	-0.044866	0.112012	-0.121639	0.136216	-0.021170	0.046641	0.048028	0.097479	-0.076376	0.003591	0.091196	0.024677	-0.038533	-0.061675	-0.052471	0.159027	-0.000516	-0.019816	0.044573	0.087352	-0.007266	0.118529	0.127857	-0.052894	0.019185	-0.007714	0.017260	-0.166155	-0.140914	-0.085876	0.019701	0.003444	-0.067782	-0.113446	-0.072012	-0.116239	0.065554	-0.031188	0.076750	0.127915	0.037755	0.039986	-0.031916	-0.126996	-0.069231	0.108123	-0.078330	0.072162	0.050730	0.065727	-0.043248	0.068901	-0.093211	0.118169	-0.037199	-0.058668	-0.084367	-0.140120	0.021661	0.026665	0.099262	0.037883	0.007782	0.110491	-0.003353	-0.141784	0.070035	-0.125904	-0.101580	0.013574	-0.050104	-0.045219	0.021330	0.021113	0.007471	-0.012135	0.095203	0.045010	-0.136072	-0.121488	0.158353	-0.014260	-0.055371	0.129970	0.107433	-0.059546	-0.015239	-0.140258	-0.004381	-0.025851	0.111531	0.077160	0.107668	0.026629	0.073211	0.123580	-0.151445	0.092469	-0.167560	0.143531	-0.110339	-0.092685	-0.047656	-0.195661	0.012252	0.041536	-0.034543	-0.074418	-0.132574	
0.151870	-0.039358	0.034242	-0.081021	0.018990	-0.172422	0.010881	0.030367	0.007196	-0.037651	-0.014992	-0.021337	0.084842	-0.159599	-0.061683	0.024404	0.132268	-0.064524	0.019494	-0.062349	0.037795	-0.055792	0.034460	-0.076675	0.022090	-0.082259	0.145881	0.002767	-0.011193	0.060271	0.054093	-0.025959	0.013486	0.101753	0.062378	0.061174	0.215445	0.066085	0.124613	0.014695	-0.124498	-0.070326	0.037977	0.052807	-0.198101	0.011093	-0.069045	-0.128907	-0.019883	-0.038623	0.025924	-0.093461	-0.151805	-0.033222	0.116169	0.013467	0.022722	-0.125620	-0.028610	0.033899	-0.029769	-0.199302	0.139783	-0.186203	-0.009999	0.014879	-0.074742	0.023559	0.038973	-0.038166	0.013296	0.130068	-0.154453	0.025968	0.028754	0.076931	0.023045	0.002502	-0.017786	-0.039312	0.012141	-0.012064	0.037792	0.107050	-0.051399	0.120805	-0.130026	0.093210	0.040246	-0.003767	0.082275	0.053251	0.002733	-0.201660	-0.040915	0.134941	-0.028293	0.079707	0.065832	-0.059954	0.026345	0.136414	-0.239246	0.074854	0.038851	0.031688	0.034425	-0.067673	-0.105203	-0.177800	-0.082138	0.042942	0.018339	0.032827	0.033237	0.206825	-0.009348	-0.066343	0.149227	-0.062357	-0.022828	0.010830	0.130220	0.038899	0.015070	-0.073079	-0.000062	0.011187	
0.126205	0.030036	-0.000562	-0.102050	0.018370	-0.117681	0.044865	0.000561	-0.014425	-0.019763	-0.035809	-0.022811	0.059335	-0.168930	-0.082808	0.002995	0.181647	-0.098392	-0.003366	-0.020452	-0.004640	-0.026653	0.024450	-0.100081	0.093458	-0.104810	0.155164	-0.027996	-0.023512	0.025720	-0.059724	0.026559	-0.013604	0.097556	0.044057	0.085632	0.189364	0.062280	0.080209	0.038910	-0.176095	-0.075265	0.064657	0.035080	-0.215647	-0.011795	-0.047002	-0.149657	0.009339	-0.013321	0.003831	-0.118246	-0.113301	-0.006520	0.160090	-0.013433	-0.015806	-0.146521	-0.028221	0.048194	-0.014630	-0.173788	0.108883	-0.152734	0.029164	-0.024755	-0.006645	0.040835	0.044024	-0.041007	0.006896	0.106243	0.098014	0.041949	0.059003	0.041172	0.002626	-0.016153	-0.046712	-0.069434	0.029909	-0.025822	0.010279	0.053731	0.172167	0.143277	-0.017734	0.117702	0.017538	0.014490	0.009901	0.079235	0.021305	0.230413	-0.001447	0.158725	-0.013488	0.121244	-0.108471	-0.063049	-0.002322	0.152309	-0.220177	0.030317	0.154560	0.061624	0.154945	-0.037785	0.065471	-0.160027	-0.054728	0.066193	0.031769	0.029547	0.011680	0.119667	0.022286	-0.079323	0.152569	-0.063516	0.002461	-0.009430	0.101383	0.103369	-0.045845	-0.062110	0.044095	0.029675	
0.137759	-0.004818	-0.024994	-0.105116	0.053564	-0.203312	0.034774	-0.010903	-0.011586	-0.081488	-0.015867	-0.056277	0.116915	-0.199429	-0.051802	0.035857	0.248988	-0.107845	0.048637	-0.045200	-0.048804	-0.088932	0.072543	-0.122226	-0.012063	-0.069503	0.126200	0.012299	0.000293	-0.006741	0.154491	0.001729	0.009247	0.078270	0.031198	0.061187	0.165177	0.034792	0.127646	-0.005818	-0.148218	-0.054749	0.036979	0.052971	-0.181742	0.011911	-0.022962	-0.146361	-0.019551	-0.041855	-0.000761	-0.120500	-0.147824	-0.004526	0.156423	0.007582	0.024200	-0.143009	-0.059319	0.057472	0.000485	-0.146004	-0.047987	-0.127814	0.025399	-0.020457	0.020252	0.077090	0.061855	-0.065917	0.032361	0.078172	0.096621	0.000596	0.011089	0.066447	-0.005315	-0.037345	-0.077613	-0.053667	0.044786	-0.001416	0.034326	0.091005	-0.031027	0.119208	-0.115044	0.074801	0.060441	0.000662	0.204359	0.089108	-0.003497	0.204875	-0.030919	0.119002	-0.042853	0.118017	-0.037521	-0.042802	0.018598	0.167810	-0.219055	0.066113	0.155624	0.007497	-0.074352	-0.051016	-0.046868	-0.154027	-0.043039	0.006147	0.012591	0.068054	-0.011027	0.097955	0.048066	-0.043072	0.125692	0.014574	-0.047463	0.026323	0.078173	0.074421	-0.025823	-0.100322	0.091072	-0.009791	
0.110882	0.028066	-0.049668	-0.129545	0.020715	-0.227906	0.002364	0.030518	0.008449	-0.128681	-0.000159	-0.085270	0.180249	-0.176823	-0.026112	0.009495	0.237378	-0.065702	0.020135	-0.068968	-0.091011	-0.083965	0.110299	-0.079654	-0.079265	0.155921	0.098196	0.052422	0.011817	-0.041996	0.209232	0.024813	0.035845	0.087413	-0.139821	0.034315	0.133431	0.001108	0.116901	-0.027323	-0.120119	-0.036526	0.012455	0.063699	0.010393	-0.007910	0.001276	-0.125355	0.000311	-0.070244	-0.009009	-0.138586	-0.114744	0.023662	0.116083	-0.011857	0.056726	-0.124155	-0.024026	0.038749	0.024453	0.078102	-0.065031	0.105249	0.032308	-0.031657	0.044114	0.041351	0.045052	-0.096807	0.054058	0.000873	0.082425	-0.014817	-0.125719	0.088818	0.008866	-0.060141	-0.105447	-0.022250	0.053216	0.013491	0.005412	0.068351	-0.054263	0.094257	-0.140946	0.013637	0.088955	-0.022447	0.227998	0.113861	-0.023453	0.178634	-0.051099	-0.021959	-0.174578	0.078764	-0.018557	-0.019737	0.038527	0.137261	-0.128481	0.031416	0.184769	0.048210	-0.101362	-0.018861	-0.072643	-0.102227	-0.003496	-0.056557	0.002545	0.048525	-0.037208	0.070493	0.017537	0.135801	0.098070	0.035399	-0.073871	0.007056	0.045030	0.052423	-0.002397	-0.151402	0.120961	-0.029994	
-0.061931	0.082192	-0.054044	0.159063	-0.004426	0.047873	0.088497	-0.112226	0.023378	-0.075536	0.026349	0.023146	-0.041862	0.030975	0.034238	-0.024535	-0.148320	-0.032052	-0.022586	-0.036292	0.007354	0.016409	-0.062860	-0.001216	-0.054345	0.121081	0.070094	-0.043304	-0.018780	-0.021930	0.095218	0.056370	-0.037441	0.082510	-0.031010	-0.001991	0.133000	-0.140261	0.036644	0.022963	0.148073	0.211122	0.003468	0.012741	-0.013555	-0.025408	0.123527	-0.125402	-0.013349	0.254127	0.025531	-0.032948	0.068416	-0.013396	0.106974	-0.060519	-0.027845	0.018858	-0.075270	0.084579	0.029026	0.039240	-0.099684	0.037130	-0.067970	0.192961	-0.119131	0.015029	-0.028334	0.131274	0.026079	0.005197	-0.049223	0.019240	0.136246	-0.009906	-0.059582	-0.009614	-0.009257	0.061561	-0.009308	-0.010157	-0.057448	0.095761	0.081811	-0.045180	-0.051539	0.042268	-0.049780	0.008086	-0.002160	-0.126527	-0.001314	0.067280	0.048258	0.158783	0.137558	-0.057197	-0.127245	-0.132139	0.000494	0.099595	0.196040	0.060752	-0.156388	0.035598	-0.147008	0.032422	-0.187053	-0.209976	-0.001192	-0.024889	0.008858	-0.015095	0.033308	0.007565	-0.060895	0.230375	0.219371	-0.089620	-0.008151	0.030760	0.061679	0.006488	0.070431	0.049064	0.102045	-0.207583	
-0.119820	0.089602	-0.078180	0.031228	0.031250	0.071092	0.085987	-0.115026	0.045155	-0.125470	0.051755	0.053083	-0.112725	0.008079	0.057943	-0.063796	-0.099906	-0.108161	-0.008361	0.010926	-0.033289	0.076864	-0.098248	0.042291	-0.048857	0.098495	0.071131	-0.041394	-0.022269	0.012192	0.060909	0.068646	-0.066000	0.107023	-0.029991	-0.046372	0.127373	-0.167419	0.088947	-0.025019	0.120928	0.193824	-0.012901	-0.004584	-0.017760	0.097467	0.123674	-0.098772	-0.031576	0.229606	0.026072	0.057978	0.065518	-0.028160	0.103184	-0.060238	-0.071318	0.016154	-0.075916	0.067919	0.074985	0.063000	-0.069054	0.064686	-0.101126	0.193687	-0.098416	0.029941	-0.042318	0.132600	-0.033531	-0.017634	-0.071095	-0.001138	0.114354	-0.032893	-0.025534	0.014654	0.028214	0.091865	0.049891	-0.001313	-0.087105	0.105260	0.083998	-0.045195	-0.024096	0.068743	-0.068101	0.028490	-0.023834	-0.121162	-0.001151	0.039923	0.047272	0.141009	0.137838	-0.096078	-0.147582	-0.148722	0.021013	0.094233	0.142023	0.060604	-0.129968	0.074913	-0.159211	0.027961	-0.188856	-0.141496	0.036818	-0.060993	-0.010594	-0.011050	0.120619	0.022489	-0.090645	0.232188	0.145455	-0.068816	0.035680	0.030565	0.053949	0.055278	0.035403	0.026582	0.147160	-0.140658	
-0.116520	0.048974	-0.080593	0.183089	0.026585	0.094564	0.050854	-0.068652	0.019229	-0.079299	0.025036	-0.011479	-0.014972	-0.027628	0.020277	-0.041766	-0.058595	-0.066546	-0.053174	-0.013405	-0.067276	0.042786	-0.042261	0.061275	-0.018069	0.104035	0.100018	-0.002593	-0.003424	-0.021276	0.083107	0.028857	-0.042004	0.084835	-0.054904	-0.018457	0.148631	-0.137564	0.043653	0.003006	0.095590	0.192399	0.014791	-0.025216	0.003920	0.171303	0.098580	-0.118194	-0.043843	0.256138	0.044773	-0.046086	0.101414	-0.036391	0.064795	-0.083199	-0.024931	-0.001753	-0.038052	0.051733	0.050281	0.008375	-0.085327	0.042039	-0.040683	0.228997	-0.122068	-0.022611	-0.007550	0.159173	0.001419	-0.043324	-0.061287	-0.030104	0.165890	-0.004860	-0.040792	-0.033354	0.010979	0.064078	0.018145	0.014014	-0.055956	0.138978	0.061554	-0.019058	0.004339	-0.083394	-0.094532	0.030671	-0.040095	-0.147171	-0.019616	0.011640	0.018501	0.127175	0.111030	-0.057142	-0.173776	-0.178610	0.081764	0.131160	0.001577	0.020407	-0.177844	0.018685	-0.131673	-0.002758	-0.157460	-0.010744	-0.037680	-0.062921	-0.021126	0.007133	0.143037	0.000359	-0.031053	0.255376	0.047534	-0.076370	0.013231	0.008933	0.082301	0.086614	0.000782	0.152708	0.099381	-0.017970	
-0.092522	-0.013474	-0.061929	0.195578	-0.005362	0.119501	0.013836	-0.025405	-0.022208	-0.031387	0.002099	-0.040554	0.011395	-0.084262	-0.020648	-0.017651	-0.008977	-0.031932	-0.080532	0.007169	-0.067713	0.009430	0.070142	0.020004	0.012484	0.123346	0.129358	0.034214	0.013626	-0.049876	-0.007449	0.005420	-0.017646	-0.086548	-0.093680	0.005843	0.095696	-0.104797	-0.000402	0.023461	0.081749	0.159094	-0.008715	-0.041498	0.021420	0.193954	0.051599	-0.097313	-0.060105	0.231847	0.034479	-0.043989	0.065423	-0.010166	-0.046866	-0.092746	0.018900	-0.179256	0.029895	0.031854	0.028494	-0.018047	-0.069152	0.066215	0.015247	0.193645	-0.098305	-0.058494	0.035256	0.134074	0.024485	-0.071494	-0.036238	-0.056801	0.160364	0.029518	-0.036979	-0.053288	0.037976	0.035106	0.032805	0.027195	-0.002453	0.159906	0.032698	0.022066	0.154483	-0.088795	-0.060846	0.035330	-0.062756	-0.178095	-0.015602	-0.161339	-0.009246	0.092726	0.064360	-0.048679	-0.193839	-0.195281	0.103733	0.150164	-0.016437	-0.050178	-0.204736	-0.046206	-0.106709	-0.031230	-0.103355	0.027409	-0.086668	-0.099624	-0.009179	0.006541	0.120542	-0.144120	0.025132	0.231749	-0.067426	-0.060845	-0.009878	-0.011868	0.101581	0.060808	-0.024215	0.173100	0.051245	0.159963	
-0.118197	0.018173	-0.046288	0.213580	0.026957	0.080575	-0.015901	0.111246	-0.000123	-0.045161	0.001450	-0.037246	-0.016652	-0.051981	0.000395	-0.059691	0.041779	-0.021741	-0.084156	-0.015054	-0.110231	0.041473	-0.009266	0.062207	-0.040400	0.048422	0.109503	0.035047	0.004939	-0.082292	0.112966	-0.020780	0.011450	0.059816	-0.071846	0.009721	0.122685	-0.134003	0.048956	-0.001258	0.057152	0.174169	0.040903	-0.059677	0.021249	0.174881	0.074297	-0.139493	-0.039540	0.227712	0.058219	-0.070770	0.127858	0.017608	-0.085935	-0.115395	-0.005999	0.015440	-0.006444	0.017369	0.055196	-0.098456	-0.068811	0.017002	-0.008076	0.204534	-0.141418	-0.057027	0.010808	0.172411	-0.003760	-0.062453	-0.055583	-0.032852	0.191428	-0.032117	-0.058181	-0.077897	-0.023068	0.006889	0.002201	0.023781	-0.032274	0.172975	0.051928	-0.001883	0.030488	-0.112198	-0.052633	0.016343	-0.039051	-0.031258	0.004716	-0.016222	-0.029421	0.110004	0.087562	-0.010508	-0.172708	-0.176721	0.088776	0.172102	-0.036143	-0.015023	-0.174130	-0.019452	-0.107919	0.002623	-0.131678	0.007584	-0.048644	0.089985	-0.046271	0.044153	0.164052	0.022769	-0.004231	0.236499	-0.008187	-0.044134	0.023620	-0.018383	0.077511	0.105040	-0.059061	0.193972	0.085369	0.178909	
