-0.081882	-0.100816	0.054436	0.139632	-0.007165	0.036182	0.148355	0.055883	0.037073	-0.050268	0.121577	-0.102244	-0.054359	0.043378	-0.100898	-0.091997	-0.108511	0.120671	0.059576	-0.034074	-0.026798	0.005990	0.016268	0.012208	-0.112412	0.156980	-0.080280	-0.048383	0.026565	-0.062352	-0.019001	-0.028488	-0.061730	0.133872	-0.050323	-0.028048	-0.025877	0.006392	-0.004652	-0.056079	0.010462	-0.018121	0.020922	0.014204	0.082575	-0.087508	0.039472	0.158629	0.001869	0.024639	-0.005780	-0.076531	0.016315	0.028638	-0.058898	0.151748	0.107868	0.149814	-0.044422	0.004853	-0.015874	-0.100219	0.028338	-0.013752	0.029923	-0.020440	0.038513	-0.047224	-0.019274	0.081927	0.014251	0.052898	0.129489	-0.071676	-0.003282	0.044060	0.000925	-0.108071	-0.034254	-0.018536	0.005941	-0.027409	-0.007640	0.137159	-0.036616	-0.123984	-0.047788	0.031336	-0.132431	-0.098026	-0.069958	-0.057994	0.017996	-0.025520	0.071437	-0.099455	0.096241	-0.018746	-0.008681	-0.033016	-0.020423	0.090409	-0.094005	0.026366	0.156667	0.042647	-0.021095	0.015919	-0.017719	0.097514	-0.104230	-0.069670	-0.079230	0.039469	0.029396	-0.002943	-0.035774	0.074372	-0.023857	0.128421	-0.031358	0.045311	-0.036423	-0.109704	-0.087700	-0.073227	0.038240	-0.015269	-0.127740	-0.004966	-0.078306	-0.042251	-0.028033	0.031263	0.002622	0.119482	0.024749	-0.088663	-0.086390	0.053142	-0.011276	0.054639	-0.011215	0.148810	-0.124418	0.125259	-0.024441	-0.001987	0.032900	0.084763	-0.145013	0.134447	-0.012684	-0.057896	-0.005105	0.029303	0.105485	-0.026587	0.030847	0.059048	0.028879	-0.085587	0.121528	0.027342	0.022604	0.002177	0.034942	0.098736	-0.050436	-0.047390	-0.025714	-0.042970	-0.000524	-0.118452	-0.022096	0.019272	-0.013358	-0.018376	-0.047675	-0.032357	0.022580	0.096954	0.093302	0.003551	-0.128961	0.044259	-0.001001	-0.028093	0.067926	0.160187	0.105354	0.096025	-0.048982	-0.000051	-0.083297	0.056916	-0.074458	-0.027998	0.035629	-0.022674	
0.026322	-0.035486	0.037343	-0.061339	0.027894	-0.007126	-0.082031	-0.151795	0.055065	0.032809	-0.050215	0.127658	0.021993	-0.046466	0.031477	0.108278	-0.008912	0.004337	0.079344	-0.008671	0.028054	-0.009942	0.032811	0.027382	-0.007548	0.109746	0.063368	0.059690	-0.017314	0.030340	-0.072412	-0.018574	0.019462	0.045274	-0.012034	-0.003255	-0.012492	-0.041440	0.016054	-0.135008	-0.029566	-0.012011	-0.005913	-0.027845	0.034427	-0.021541	0.028830	0.018793	0.014090	0.038248	-0.096171	0.065984	-0.017433	0.009651	0.029791	-0.093562	0.009800	0.031069	-0.091345	-0.020735	-0.014063	-0.029743	-0.006382	0.008315	0.002056	0.076707	-0.096477	-0.062577	0.046477	-0.045883	0.019455	-0.004131	0.067671	0.061593	0.029601	-0.036536	0.015138	0.029936	-0.051165	-0.001577	0.031275	0.026580	0.078393	-0.121205	0.000148	0.102239	-0.176373	-0.030627	-0.031963	0.032204	-0.015423	-0.107126	0.032378	-0.020522	0.032133	-0.006822	0.066507	0.023126	-0.050178	-0.025466	0.055268	-0.040556	-0.075920	0.013057	-0.057726	-0.011360	0.007615	0.023117	-0.025391	0.001590	0.033177	0.002069	-0.105497	-0.011909	0.019790	0.000753	-0.028990	0.070159	0.014964	-0.063101	0.028937	0.049685	0.013103	-0.010813	-0.057131	-0.011031	0.026455	0.029714	-0.021940	-0.018324	-0.132294	0.009332	0.017756	0.014645	0.012632	0.025961	0.003751	-0.123022	-0.066983	-0.033741	-0.021597	-0.042065	-0.098830	0.008511	-0.002992	-0.047226	0.004741	0.016250	0.081279	0.027471	0.010514	0.065066	0.023377	0.056899	-0.001547	0.017898	-0.000919	-0.015393	-0.016923	0.023434	0.061878	-0.042494	-0.021118	0.045606	0.017247	0.011455	0.010512	-0.012448	0.023402	0.082869	-0.026040	0.060567	0.135936	0.024309	-0.001192	0.037514	0.026778	-0.018728	0.054778	0.016397	-0.032163	0.098102	-0.029473	-0.029298	0.077878	0.022404	0.004217	-0.016349	-0.014823	-0.176578	0.004202	0.039211	0.032548	-0.029580	-0.033958	0.064853	0.083864	-0.002957	-0.032024	0.022313	
0.047768	-0.011172	-0.077625	-0.089455	0.050402	-0.026945	-0.056443	-0.182628	-0.150367	0.077980	-0.046510	0.110087	-0.005685	-0.019355	0.013592	0.075185	0.013151	0.022119	0.070020	-0.029517	0.017575	-0.028772	0.040385	0.031588	0.002329	0.081412	0.112078	0.030680	-0.051313	0.046765	-0.028456	-0.001893	0.042707	-0.067746	-0.031081	-0.013771	-0.020397	-0.018975	0.010579	-0.133332	-0.014434	-0.019969	-0.000283	-0.019385	0.015518	0.004042	0.006790	0.041467	-0.012733	0.057660	-0.075952	0.080057	0.039132	0.003199	0.058223	-0.074595	-0.007320	0.128087	-0.027362	-0.033803	-0.014407	-0.057856	-0.015002	0.034424	-0.020729	0.022091	-0.101861	-0.030901	-0.002902	-0.083427	0.026814	-0.025385	0.046356	0.079048	0.021643	-0.012404	0.007125	0.054415	-0.055227	-0.002553	0.041805	0.036570	0.059387	-0.099050	-0.010287	0.129800	-0.129236	-0.019988	-0.075367	0.041300	0.054954	-0.077688	0.033461	-0.026237	0.023499	0.110964	0.085771	-0.003638	-0.068840	-0.016693	0.076208	-0.015390	-0.069516	0.027822	-0.035101	0.007907	0.015541	0.008902	0.005233	-0.030825	-0.015332	-0.015745	-0.115497	-0.030624	0.024552	0.006735	0.017616	0.022353	0.012058	-0.051313	0.001379	0.034487	-0.011434	-0.072106	-0.061691	-0.027229	-0.040034	0.017825	-0.001654	-0.005828	-0.126183	-0.014889	0.006605	-0.032145	0.124774	0.001237	-0.002769	-0.105167	-0.042765	-0.009222	-0.014281	-0.072025	-0.088535	0.014384	0.038745	-0.022155	0.045884	0.011789	0.063106	0.008177	0.071048	0.038150	0.011357	0.081666	0.042874	0.006952	-0.018392	-0.024269	-0.010117	0.039064	0.028359	0.006533	-0.040107	0.024739	0.025200	0.004186	0.019456	0.047354	0.002875	0.064334	-0.010272	0.035995	0.104693	0.006682	-0.011030	0.026513	0.034938	-0.025148	0.079626	0.030809	-0.028180	0.074631	-0.046865	-0.052610	0.101001	0.034898	-0.008527	-0.023231	-0.037245	-0.147989	-0.058068	-0.014087	0.054106	-0.022369	0.006008	0.047468	0.027757	-0.009853	-0.004309	0.033674	
0.059738	0.019669	0.063023	-0.040866	0.032246	-0.026052	-0.049919	-0.182366	-0.130789	0.100820	-0.026568	0.130314	0.022102	-0.028566	0.049516	0.107597	-0.066577	0.055147	0.103953	0.011084	0.039757	0.008153	0.037013	0.038695	-0.004526	0.052735	0.136124	0.090888	-0.030357	0.023598	-0.045393	0.009568	0.035826	-0.042602	-0.101562	-0.020199	-0.012144	0.000265	-0.000971	-0.158756	-0.022990	-0.025631	-0.011339	-0.025779	0.054556	0.026153	0.026836	0.043748	-0.106897	0.033398	-0.066442	0.052706	0.056600	0.014980	-0.073685	-0.061884	0.020450	0.105670	-0.114815	-0.018826	-0.004244	0.000100	-0.003457	0.010420	-0.007792	0.050381	-0.075483	-0.047836	0.022143	-0.057674	0.019979	0.019501	0.048921	0.089857	0.022419	0.011577	0.019888	0.061323	-0.033395	0.008441	0.053462	0.034267	0.040705	-0.098472	-0.000831	0.161768	-0.108087	-0.011267	-0.054299	0.032191	0.038082	-0.137865	0.041731	-0.032112	0.056499	0.020596	0.061481	0.009185	-0.047872	-0.035185	0.063644	-0.018427	-0.048320	0.023081	-0.015518	0.012344	0.011277	0.016946	-0.029902	-0.011825	0.008122	0.057074	-0.091147	-0.054970	0.029752	0.012456	-0.006057	0.044593	0.012908	-0.033125	-0.025502	0.048447	0.009628	-0.033912	-0.084757	-0.046406	-0.015289	0.009898	0.016955	-0.016096	-0.110091	-0.008380	0.009770	-0.006862	0.136771	0.054836	0.010553	-0.079922	-0.021240	-0.017553	-0.012533	-0.047180	-0.062851	0.037945	0.019328	-0.019845	0.021924	0.014856	0.079710	0.035251	0.095967	0.010574	0.019358	0.054353	0.023763	0.015973	-0.030540	-0.017913	-0.004766	0.013475	0.044655	-0.018332	-0.057756	0.039107	0.008621	0.016683	0.009313	0.016871	-0.068437	0.044736	-0.043870	0.082997	0.167870	0.056609	0.006364	0.033855	0.029454	-0.017359	0.103270	0.022925	-0.035370	0.081119	-0.051427	-0.002732	0.010165	0.048285	-0.018272	-0.011004	0.002629	-0.192736	0.022114	0.016692	0.046689	-0.031245	-0.011224	0.079336	0.050379	-0.010830	-0.009150	0.025971	
0.083613	0.043360	0.087347	-0.008942	0.009707	-0.006744	0.046010	-0.150020	-0.111721	0.125516	-0.003462	0.138627	0.047957	-0.052768	0.074988	0.073268	-0.089093	0.086307	0.133694	0.072636	0.027235	0.070357	0.025695	0.027108	0.003588	-0.047942	0.114122	0.120951	-0.057597	-0.002355	-0.018876	0.029333	0.014815	-0.016555	-0.126812	-0.028844	-0.003535	0.023656	-0.012144	-0.110664	-0.012482	-0.013354	-0.018430	-0.011389	0.070988	0.052587	0.008501	0.066282	-0.134364	0.007116	-0.043496	0.025799	0.042404	0.022430	-0.105136	-0.041635	0.046721	0.084309	-0.143182	0.008170	0.009209	0.092672	0.003067	0.036908	0.002539	0.082392	-0.045252	-0.031047	0.038199	-0.026946	0.007300	0.045383	0.025125	0.109359	0.010320	0.066191	0.028292	0.038228	0.022792	0.017098	0.040399	0.022670	0.023435	-0.059886	0.006922	0.156499	0.058942	0.017001	-0.025727	0.020396	0.016400	-0.164702	0.033691	-0.023125	0.031523	-0.007190	0.040309	-0.003205	-0.027871	-0.022581	0.035023	0.006348	-0.015969	0.009444	0.019751	-0.009050	0.002669	0.006711	-0.057148	-0.034968	-0.016913	0.077990	-0.063597	-0.074968	0.021548	0.018275	0.018496	0.061252	0.004054	0.112737	-0.092204	0.031802	0.034324	-0.011037	-0.058925	-0.062700	-0.039958	-0.011371	0.042780	-0.004752	-0.046780	-0.031192	-0.002732	0.016970	0.115958	0.084349	0.019591	-0.030919	0.085448	0.004887	-0.003886	-0.015974	-0.035908	0.064111	0.033149	0.009977	-0.002770	0.010755	0.056300	0.058343	0.117798	-0.127803	0.014301	0.023264	0.006712	0.004456	-0.003293	-0.006853	0.007244	-0.012994	0.011823	0.007465	-0.105597	0.025528	-0.004950	0.009159	0.002280	-0.010626	-0.093338	0.023138	-0.055827	0.102666	0.139253	0.173903	0.020805	0.023441	0.019451	-0.006469	0.129273	0.013054	-0.026898	0.059412	-0.070165	0.082970	-0.023964	0.035558	-0.036249	0.016693	0.119693	-0.163160	0.045928	-0.006685	0.026256	-0.021079	0.018486	0.068009	0.027340	-0.006672	0.013705	0.015203	
-0.133337	-0.036138	-0.034113	0.029532	0.009649	0.010324	0.088604	-0.068073	0.074814	-0.078289	-0.027498	-0.014824	-0.159963	0.065914	-0.186338	0.110435	-0.125443	0.072212	-0.126857	0.072715	0.002986	0.000869	0.032535	-0.002224	0.000485	0.127198	0.019054	-0.130566	0.158975	-0.124482	0.091703	0.005015	-0.019266	0.029717	0.063645	-0.020217	-0.022002	0.007477	-0.007800	-0.006718	0.015891	-0.019145	-0.017529	-0.035325	0.034920	0.093329	-0.025718	-0.048836	-0.070117	0.072160	0.036471	0.052916	0.028793	0.021137	0.035434	0.061414	-0.090232	-0.025996	0.177821	0.013717	-0.016725	0.043913	0.008065	-0.069430	-0.035108	0.043438	0.043098	0.048111	0.031574	-0.141479	-0.033213	-0.031754	-0.059859	0.011450	0.030590	-0.054980	0.029122	-0.125526	0.008926	-0.032818	0.002863	0.029519	-0.059119	-0.060861	-0.031186	0.000073	-0.017449	-0.013166	-0.027790	-0.033374	-0.115180	-0.071950	0.025007	-0.022475	0.093606	0.087846	-0.060696	0.008613	0.111381	0.022212	-0.010261	-0.036457	-0.026447	0.017566	0.063545	-0.045543	0.025726	0.013180	0.099013	0.011031	-0.114968	-0.098586	0.071732	0.020015	0.010993	0.018805	-0.032376	-0.021973	-0.010914	0.122818	0.047095	0.042474	-0.040150	0.079241	-0.039207	0.046899	-0.089786	-0.008747	-0.171173	-0.026502	0.017238	0.076684	0.010776	-0.042464	-0.043253	0.091907	0.003525	-0.093108	0.067570	-0.086453	-0.001109	-0.039292	-0.006507	0.072020	-0.006430	-0.057205	-0.078770	-0.025761	-0.051597	-0.067140	0.021750	0.047890	0.029542	0.023149	0.010389	0.017603	-0.061173	-0.018346	-0.026064	-0.113817	0.032970	0.047487	0.063548	0.004489	-0.004970	-0.026320	0.016109	0.076679	0.081960	-0.007692	0.048470	-0.050195	0.004754	-0.041525	-0.010845	-0.028085	0.007914	-0.021691	-0.098726	-0.008811	-0.015526	-0.006108	0.060030	0.006107	-0.074287	-0.017260	-0.024053	-0.032678	0.097589	0.060557	-0.006964	0.030908	-0.019295	-0.020639	-0.002715	0.024220	0.000099	-0.018156	0.011053	0.011046	
-0.129445	-0.024998	-0.035236	0.001629	-0.021997	0.044265	0.089045	-0.098299	0.108918	-0.115148	-0.064096	0.002347	-0.161528	0.075662	-0.191167	0.095644	-0.127584	0.045654	-0.137992	0.107765	-0.008721	-0.033670	0.034399	-0.011135	0.007465	0.142008	-0.045325	-0.137058	0.185658	-0.126048	0.104196	-0.013808	-0.038652	-0.014602	0.041452	-0.029658	-0.032788	-0.012692	-0.021195	-0.031705	0.007769	-0.012738	-0.023909	-0.037417	0.012028	0.138722	-0.044995	-0.072515	-0.067029	0.055536	0.026369	0.048236	0.012828	0.027227	0.049157	0.043399	-0.114652	-0.069199	0.225579	0.011994	-0.036009	0.045305	0.016255	-0.097455	-0.036319	0.086406	0.050021	0.062921	0.031749	-0.126724	-0.042594	-0.031983	-0.082447	0.028433	0.032494	-0.061571	0.021010	-0.100150	-0.016925	-0.022361	0.014795	0.038690	-0.056672	-0.120253	-0.041525	0.028019	-0.007612	-0.015235	0.012726	-0.023456	-0.092304	-0.123531	0.033562	-0.030276	0.122438	0.113723	-0.082177	-0.005828	0.163067	0.022275	-0.029261	-0.065081	-0.051456	0.029936	0.044268	-0.046213	0.031589	-0.001055	0.068212	-0.015363	-0.090671	-0.081599	0.119184	0.026020	0.012609	0.018821	-0.053688	-0.007291	-0.006095	0.140642	0.046669	0.056410	-0.047320	0.099966	-0.061876	0.064307	-0.093023	-0.029172	-0.153436	-0.021432	-0.003767	0.096178	0.017527	-0.006890	-0.041324	0.060611	0.005485	-0.118620	0.090646	-0.099779	-0.004541	-0.009259	0.019426	0.071321	0.005065	-0.068502	-0.068954	-0.029644	-0.069303	-0.092404	0.038392	0.022726	0.034703	0.021614	-0.006346	0.034288	-0.085548	-0.031080	-0.034300	-0.137320	0.050523	0.070082	0.057162	0.016159	0.006183	-0.018355	0.024232	0.080098	0.118745	0.027294	0.063214	-0.075676	0.050332	-0.038994	-0.012911	-0.033687	0.002117	-0.034329	-0.084826	-0.013132	-0.016679	-0.024419	0.058148	0.028146	-0.068526	-0.004343	-0.061614	-0.028040	0.094977	0.032717	-0.031863	0.003700	-0.048360	-0.012510	0.021420	0.041109	-0.001774	-0.023008	0.015480	0.009914	
-0.102824	-0.049190	-0.057103	0.001577	-0.006698	0.029319	0.059184	-0.068767	0.114578	-0.101792	-0.047937	0.018722	-0.137323	0.097890	-0.166625	0.130437	-0.102783	0.043498	-0.108351	0.090565	-0.021220	-0.014642	0.022450	-0.001945	0.012474	0.108985	-0.027626	-0.108111	0.158512	-0.100244	-0.028592	0.023617	-0.018505	0.004783	-0.060436	-0.020352	-0.025439	-0.035240	-0.015628	-0.002739	0.005907	-0.009428	-0.010939	-0.026741	0.031484	0.111980	0.053642	-0.074422	-0.039916	0.091435	0.003213	0.030336	0.026855	0.015221	0.014989	0.025982	-0.071397	-0.048542	0.202712	-0.000585	-0.027326	0.075064	0.014281	-0.124806	-0.022831	0.055937	0.071562	0.044295	0.053418	-0.113339	-0.021848	-0.008256	-0.059881	-0.116061	0.022457	-0.032663	0.026065	-0.074145	-0.001041	-0.029474	-0.002294	0.018585	-0.077700	-0.146575	-0.030851	-0.028224	-0.041717	-0.001920	-0.004673	-0.012734	-0.067568	-0.100538	0.021069	-0.038738	0.101736	0.088899	-0.060079	0.013480	0.145166	0.009946	-0.017666	-0.041921	0.043268	0.018065	0.017942	-0.069004	0.022893	0.005471	0.021925	-0.000258	-0.061803	-0.078835	0.094199	0.003442	0.016662	0.008791	-0.073676	-0.032189	-0.007703	0.107836	0.019983	0.028206	-0.071871	0.056419	-0.013643	0.036031	-0.067754	-0.007295	-0.135266	-0.007460	0.035706	0.068702	0.000407	-0.030558	-0.017863	-0.067730	-0.002534	-0.093752	0.041484	-0.072642	-0.008258	0.023233	0.075679	0.043543	0.027779	-0.089642	-0.050060	-0.020625	-0.037153	-0.089496	0.004660	-0.001121	0.022611	0.045122	-0.027679	0.023249	-0.042545	-0.022402	-0.022931	-0.089885	0.015945	0.091016	0.078783	0.030696	0.003991	-0.027131	0.014651	0.106540	0.096882	0.011247	0.031835	-0.050350	0.023199	-0.025637	-0.016280	-0.023531	-0.002361	-0.024485	-0.073387	-0.002367	-0.007177	-0.002209	0.042319	0.055635	-0.047044	0.010501	-0.044702	-0.018158	0.116087	0.004198	-0.029514	-0.024626	-0.036971	-0.000787	0.107531	0.006078	0.022382	-0.009921	0.038429	0.000991	
-0.058195	-0.026623	-0.051571	-0.001196	0.013437	0.009357	0.001953	-0.028805	0.115886	-0.116431	-0.025780	0.001751	-0.114774	0.075740	-0.142947	0.156271	-0.068351	0.042266	-0.061014	0.067874	-0.031215	0.001306	0.006733	0.000157	0.016342	0.079461	-0.036448	-0.084663	0.133249	-0.076722	-0.091629	0.056949	0.004854	0.030187	-0.108187	-0.014362	-0.018952	-0.056166	-0.003805	0.006418	0.000741	-0.001184	-0.000317	-0.015611	0.051524	0.087177	0.074440	-0.100471	-0.014423	0.108881	-0.035043	0.003444	0.021354	0.002414	-0.014425	0.043894	-0.029777	-0.073235	0.176889	-0.012551	-0.013818	0.107083	0.005341	-0.150223	-0.003037	0.029091	0.049234	0.025840	0.076134	-0.079160	0.002117	0.035400	-0.048003	-0.137411	0.015171	-0.007027	0.020877	-0.049511	-0.020382	-0.023207	-0.014075	0.004511	-0.102666	-0.170879	-0.022535	-0.056881	-0.071328	0.007731	0.020022	-0.004075	0.001997	-0.067952	0.009858	-0.047083	0.055943	0.058483	-0.036988	0.021402	0.143342	-0.002310	-0.015979	-0.010475	0.093540	0.007062	-0.078503	-0.089637	0.011260	0.013809	-0.074198	-0.022572	0.015866	-0.058336	0.075448	-0.014973	0.013357	-0.002375	-0.106460	-0.054123	-0.003942	0.077615	-0.008440	0.000311	-0.095163	-0.067929	0.017076	0.003681	-0.039473	0.009326	-0.097244	0.009465	0.084447	0.043251	-0.009921	-0.030328	0.048965	-0.098436	-0.009036	-0.051206	-0.028290	-0.049980	-0.003121	0.051436	0.124479	0.018417	0.080832	-0.062777	-0.022605	-0.012523	-0.020953	-0.067813	-0.028827	-0.051977	0.014275	0.022237	-0.045264	0.014012	-0.016786	-0.015530	-0.013416	-0.042954	-0.013660	0.095771	0.062524	0.043739	0.007719	-0.024147	0.007649	0.131203	0.076117	-0.010204	0.000858	-0.030592	-0.009295	-0.041930	-0.010582	-0.015761	-0.006069	-0.017053	-0.044083	0.006143	0.001360	-0.023030	0.059364	0.101886	-0.022972	0.021503	-0.023528	-0.007598	0.157452	0.028859	-0.061642	-0.077366	-0.016029	0.016657	0.148924	-0.010905	0.040124	0.002157	0.079394	-0.005742	
-0.080716	-0.049716	-0.076200	-0.026200	-0.029515	0.024714	0.032260	-0.059055	0.136721	-0.079160	-0.067400	0.035672	-0.061375	0.119326	-0.123523	0.108652	-0.086453	0.012202	-0.087768	0.068514	-0.041891	-0.019232	0.015233	0.009240	0.022576	0.052899	-0.011325	-0.071148	0.156756	-0.076553	-0.055163	0.039565	-0.015409	0.002628	-0.079065	-0.025092	-0.030845	-0.034036	-0.010469	0.030954	0.011901	-0.015516	-0.006255	-0.022173	-0.054834	0.103789	0.093382	-0.068807	0.048741	0.130027	-0.013389	0.017341	0.009550	0.009395	0.020643	0.008022	-0.057417	-0.026434	0.174937	0.012332	-0.018590	0.046307	0.007952	-0.172550	-0.013405	0.060279	0.093463	0.041912	0.099673	-0.140375	-0.012944	0.013127	-0.029315	-0.162338	0.021712	0.011211	0.032292	0.038181	0.016773	-0.035868	-0.005122	0.013767	-0.085600	-0.149215	-0.032396	-0.059881	-0.049501	0.003184	-0.024678	0.004991	-0.043929	-0.094200	0.018234	-0.040006	0.078572	0.084379	-0.057531	0.035318	0.165154	0.021524	0.004140	-0.035038	0.068390	0.004051	-0.006540	-0.112706	0.016718	0.015350	-0.044699	0.018531	0.039122	-0.088393	0.059754	-0.015831	0.024374	0.005535	-0.090390	-0.034302	-0.013136	0.094142	-0.035109	0.014976	-0.069245	0.022452	0.009807	0.022027	-0.040504	0.027405	-0.115735	-0.000644	0.052120	0.048327	-0.022013	-0.008040	-0.041951	-0.128113	0.004461	-0.074901	-0.001453	-0.096080	-0.013582	0.083219	0.099646	-0.042312	0.049298	-0.118880	-0.000345	-0.016659	-0.000543	-0.088670	-0.010500	-0.026449	0.022028	0.063235	-0.060288	0.033739	0.008162	-0.024951	-0.020616	-0.068232	0.004140	0.119317	0.093868	0.033484	0.015506	-0.033138	0.020395	0.158284	0.095837	0.006842	0.016023	-0.025027	0.037797	-0.005761	-0.024486	-0.009135	0.004001	-0.031269	-0.094287	0.012321	-0.002193	0.019252	0.026573	0.074781	0.003258	0.034374	-0.029980	-0.015183	0.135201	-0.024983	0.005966	-0.050724	-0.033928	0.005978	0.126420	-0.027285	0.046255	-0.007486	0.059722	0.004514	
