95069	95072	adj
92237	111380	adj
103765	95068	adj
102137	117189	adj
93852	90219	adj
99632	99630	adj
102128	116157	adj2
92878	92858	adj
94162	94161	adj
101297	101299	adj
92877	92876	adj
102128	102129	adj
112103	112102	adj
92688	92689	adj
112101	112140	adj2
101298	101297	adj
112728	111974	adj
99630	98668	adj
94159	94161	adj
92695	99909	adj
95505	95501	adj
101300	101298	adj
98668	94159	adj
92690	92689	adj
99882	111973	adj
92876	92877	adj
94162	94160	adj
95073	99881	adj
103764	92241	adj
92696	92691	adj2
99903	99907	adj
99904	99903	adj
111973	103763	adj
92883	102124	adj
101304	96484	adj2
93220	92878	adj
90223	101304	adj2
92697	99881	adj
98670	94163	adj
99630	98662	adj
95073	99880	adj
101304	99628	adj2
95505	95504	adj
92692	111369	adj
92690	92688	adj
92694	92690	adj
101302	101303	adj
95503	95598	adj
101304	102134	adj2
98669	94159	adj
116157	102129	adj
101305	101300	adj
94162	94163	adj
116097	90222	adj
116220	117189	adj
95072	99880	adj
116098	104638	adj2
95071	95069	adj
101302	101301	adj
94161	95968	adj
93851	101298	adj
92691	92693	adj
95502	95503	adj
101307	101304	adj
103763	92241	adj
99628	101304	adj2
101301	101302	adj
101304	111969	adj2
103351	112102	adj
116221	102137	adj
90222	90224	adj
116098	95969	adj
111969	111369	adj
92899	92881	adj
101300	102122	adj
111974	103763	adj
95069	95068	adj
99627	99629	adj
92241	103763	adj
