0.038375	-0.030082	-0.143274	-0.228419	-0.096645	-0.117783	0.075435	-0.001968	-0.099259	0.118496	0.079304	0.244557	0.118355	0.189982	0.084143	0.061582	0.178864	-0.137234	-0.207666	-0.003481	0.208528	0.071877	0.060988	-0.073736	-0.193518	-0.224319	0.145627	-0.101303	-0.002108	-0.046182	0.123792	0.171808	-0.125117	-0.009273	-0.215701	0.073991	-0.087408	0.022310	-0.207628	0.119938	-0.146593	0.118149	0.076595	0.219651	0.027453	0.022142	0.120633	-0.131220	-0.090244	-0.082189	0.059156	-0.071080	-0.095495	0.218881	0.132637	-0.085715	-0.007802	-0.053374	0.139660	0.108693	-0.055546	0.033721	-0.139464	-0.065680	
-0.017159	0.071975	-0.009204	-0.227071	0.063581	-0.070322	-0.056621	-0.005346	0.094099	-0.055816	-0.037295	0.018462	-0.093658	-0.260020	-0.121343	-0.156574	0.053428	0.024830	-0.024256	-0.151463	-0.117201	-0.212924	-0.206958	0.276666	0.060725	0.025847	-0.012363	-0.044398	-0.013467	-0.178746	0.132595	-0.000917	-0.114052	0.163286	-0.032133	0.008100	-0.011113	-0.004916	0.132608	-0.317116	-0.066330	0.004176	0.181305	-0.106189	0.189264	0.099342	-0.050505	-0.012391	0.076755	-0.160883	-0.117982	-0.307151	0.001850	0.089353	-0.046634	-0.027521	0.077429	0.031943	-0.004390	0.080229	-0.102661	0.089406	0.028053	-0.023103	
0.056958	0.043951	-0.010554	-0.173664	0.203596	-0.122447	0.015550	0.232581	-0.160707	0.067138	-0.023076	0.014372	-0.180783	-0.007465	0.172563	0.126939	0.244067	0.001509	0.133982	-0.214468	-0.150454	0.118045	0.040894	0.177374	0.237645	0.036607	0.109623	0.080516	-0.092529	-0.022889	0.131716	-0.104747	-0.106120	0.147145	-0.025581	-0.056351	-0.027447	-0.138718	0.074956	-0.144976	-0.081702	-0.140876	0.180471	0.069873	0.185812	0.097381	0.235782	-0.019604	-0.027542	0.008984	-0.162170	-0.277428	0.056635	-0.024320	0.022489	0.178169	0.071664	0.071834	-0.057789	0.017053	-0.099565	0.085805	0.116919	-0.057680	
-0.205246	-0.166546	-0.011163	0.036167	-0.025182	-0.102082	0.043681	0.067760	-0.064247	0.017994	-0.034053	0.018736	0.067903	0.174757	-0.030607	-0.099465	0.031021	-0.165984	0.059191	-0.210169	-0.139274	-0.147928	-0.097184	-0.048352	0.253695	0.027720	-0.035681	-0.055269	-0.112079	0.140283	0.092826	-0.003630	-0.115354	0.167747	-0.035894	0.109484	0.222308	0.090105	0.223063	-0.317083	-0.066468	-0.089457	0.185172	0.132222	0.190376	0.096134	-0.021829	-0.013415	-0.083750	0.038990	-0.123558	-0.302296	-0.060883	0.068531	0.059316	0.018471	0.188200	-0.011843	-0.066900	0.079396	-0.102294	0.114424	0.160595	-0.136632	
0.086000	-0.033753	-0.066313	0.074990	-0.258618	-0.016175	0.001371	0.256694	-0.109877	0.027824	0.106883	0.019228	0.087334	0.010932	0.126561	-0.175559	-0.020797	-0.041465	0.135145	-0.158200	-0.055328	-0.144130	0.126003	0.065803	0.326322	0.027979	-0.003190	-0.060964	-0.037594	-0.065724	-0.184606	0.036252	-0.114674	0.167776	-0.033639	0.221693	0.060545	-0.147312	0.219916	-0.085093	0.033662	-0.027243	0.183608	0.067604	0.093436	0.094531	-0.001263	-0.014689	-0.015709	0.214244	-0.220014	0.118270	-0.009938	-0.118611	0.136844	0.199254	0.187169	-0.093530	0.049468	-0.057012	0.178601	0.114035	0.111747	-0.088937	
0.143272	0.028524	-0.146470	-0.062952	-0.029699	-0.016380	-0.082556	-0.064339	0.087197	-0.100982	-0.015274	-0.081012	0.044111	-0.086285	0.033801	0.211704	0.020262	-0.046199	-0.279404	0.079917	0.014548	0.290491	-0.082585	-0.151969	0.140399	0.073854	-0.083647	0.035751	-0.017845	-0.042733	-0.126376	0.092914	-0.062694	-0.242845	0.224245	-0.094840	-0.160171	-0.108484	0.076316	-0.083889	0.100841	0.021170	-0.216513	-0.204540	0.099077	0.003718	-0.263690	-0.077431	0.011622	-0.018863	0.046011	-0.212780	0.137759	-0.124749	0.119182	-0.154270	-0.006993	-0.098517	0.021250	0.122514	-0.054179	-0.085370	0.020779	0.069369	
-0.139075	0.143597	-0.143208	0.335661	-0.024782	0.014703	-0.055960	0.163089	0.109200	-0.095544	-0.016145	-0.081003	0.040524	0.140528	-0.131439	-0.065305	0.021616	0.024081	-0.189296	0.009521	0.032041	0.120616	0.051267	0.044362	0.060278	0.073865	-0.046621	0.045749	0.043899	-0.175062	-0.127829	0.094054	-0.064732	-0.221194	0.223744	-0.026200	-0.112365	-0.233187	0.106273	-0.085366	0.097105	-0.042218	-0.217009	-0.130620	0.101781	0.003014	-0.246500	-0.078580	0.037003	-0.166545	0.047157	-0.215895	-0.332948	-0.125913	0.118566	-0.056784	-0.008220	-0.098371	-0.086868	-0.060396	-0.058651	-0.085170	-0.010197	-0.033611	
-0.041059	-0.129833	-0.144861	0.282358	0.199794	0.045982	0.016243	0.068859	-0.160195	-0.117154	-0.022936	-0.155904	-0.051042	0.058247	0.171938	0.121332	0.019003	-0.093763	-0.189508	0.063902	-0.014156	0.206057	-0.046230	0.192305	-0.130457	0.076039	-0.015164	0.044968	-0.076864	0.180942	-0.125831	0.091810	-0.057414	-0.244642	0.053075	-0.094504	0.136541	0.125788	0.109189	-0.084608	0.041714	-0.096227	-0.218954	-0.025443	0.100232	0.004013	-0.269425	-0.077049	-0.089292	-0.304849	0.045316	-0.195403	-0.154149	-0.123672	0.044127	0.059939	-0.007578	-0.098989	-0.056097	-0.036605	-0.057759	-0.085337	0.024322	-0.101623	
-0.198940	0.076086	-0.103967	0.248666	0.193205	0.007194	-0.008295	0.300286	0.108600	-0.066950	-0.043521	-0.157111	-0.007041	-0.224824	-0.174710	0.096290	-0.066717	0.130498	-0.177992	-0.156275	0.027513	0.201896	0.014658	-0.048764	0.089758	0.032091	0.112383	-0.058599	0.061515	-0.205180	0.079870	0.035465	-0.040777	-0.248551	0.053062	-0.004826	-0.108588	-0.037112	0.129478	-0.072916	-0.048769	-0.033220	0.165209	-0.137861	0.101195	0.087201	-0.212109	0.157494	0.072821	-0.213712	0.039067	-0.142560	-0.114620	-0.100623	-0.021648	0.028418	-0.211860	-0.094496	-0.052512	-0.038672	-0.073692	-0.129900	-0.030322	-0.017272	
0.215800	0.078144	-0.106493	0.265020	-0.033089	0.027680	0.088818	0.298440	-0.003104	-0.068728	-0.050633	-0.152741	0.038992	0.266542	-0.027791	-0.163391	-0.068125	0.110949	-0.172547	-0.075460	-0.039213	0.202715	-0.245860	-0.018349	0.018706	0.089004	0.166728	-0.057122	-0.010669	-0.058730	0.088367	0.064350	-0.060551	-0.240445	-0.025281	0.065903	-0.043222	-0.110370	0.129355	-0.078119	0.043585	-0.153807	-0.211949	-0.133854	0.096845	0.041769	-0.199105	-0.074313	-0.008953	-0.131741	0.039319	-0.119202	-0.061723	-0.130290	0.113000	0.266926	-0.019919	-0.114376	-0.106298	-0.042769	-0.058404	-0.081091	-0.018894	-0.026734	
